,word,segmentation,morph_structure
56119,"rekasịrị,","re + ka + sị + rị ,","[['r', 'e'], ['k', 'a'], ['s', 'ị'], ['r', 'ị', ' ', ',']]"
56120,“òké,“ oke,"[['“', ' ', 'o', 'k', 'e']]"
56121,rekasịwa.”,re + ka + sị + wa . ”,"[['r', 'e'], ['k', 'a'], ['s', 'ị'], ['w', 'a', ' ', '.', ' ', '”']]"
56122,“papaịrọs,“ papyrus,"[['“', ' ', 'p', 'a', 'p', 'y', 'r', 'u', 's']]"
56123,"Quirke,","Quirke ,","[['Q', 'u', 'i', 'r', 'k', 'e', ' ', ',']]"
56124,Parkinson,Parkinson,"[['P', 'a', 'r', 'k', 'i', 'n', 's', 'o', 'n']]"
56125,adọwa.,a + dọ + wa .,"[['a'], ['d', 'ọ'], ['w', 'a', ' ', '.']]"
56126,Samerịa.,Samaria .,"[['S', 'a', 'm', 'a', 'r', 'i', 'a', ' ', '.']]"
56127,Pentetuk,Pentateuch,"[['P', 'e', 'n', 't', 'a', 't', 'e', 'u', 'ch']]"
56128,ụfọdụ:,ụfọdụ :,"[['ụ', 'f', 'ọ', 'd', 'ụ', ' ', ':']]"
56129,"depụtaghachi,","de + pụ + ta + gha + chi ,","[['d', 'e'], ['p', 'ụ'], ['t', 'a'], ['gh', 'a'], ['ch', 'i', ' ', ',']]"
56130,Ịgbanwe,ị + gba + nwe,"[['ị'], ['gb', 'a'], ['nw', 'e']]"
56131,1450.,1450 .,"[['1', '4', '5', '0', ' ', '.']]"
56132,"1453,","1453 ,","[['1', '4', '5', '3', ' ', ',']]"
56133,476,476,"[['4', '7', '6']]"
56134,"bizi,","bi + zị ,","[['b', 'i'], ['z', 'ị', ' ', ',']]"
56135,1536,1536,"[['1', '5', '3', '6']]"
56136,aga:,a + ga :,"[['a'], ['g', 'a', ' ', ':']]"
56137,"Graetz,","Graetz ,","[['G', 'r', 'a', 'e', 't', 'z', ' ', ',']]"
56138,Heinrich,Heinrich,"[['H', 'e', 'i', 'n', 'r', 'i', 'ch']]"
56139,Seleucus.,Seleucus .,"[['S', 'e', 'l', 'e', 'u', 'c', 'u', 's', ' ', '.']]"
56140,Epiphanes.,Epiphanes .,"[['E', 'p', 'i', 'p', 'h', 'a', 'n', 'e', 's', ' ', '.']]"
56141,Ibibi,i + bi + bi,"[['i'], ['b', 'i'], ['b', 'i']]"
56142,“Chineke”,“ chineke ”,"[['“', ' ', 'ch', 'i', 'n', 'e', 'k', 'e', ' ', '”']]"
56143,Vulgate.”,Vulgate . ”,"[['V', 'u', 'l', 'g', 'a', 't', 'e', ' ', '.', ' ', '”']]"
56144,“sí,“ si,"[['“', ' ', 's', 'i']]"
56145,gbapụtara.,gba + pụ + ta + ra .,"[['gb', 'a'], ['p', 'ụ'], ['t', 'a'], ['r', 'a', ' ', '.']]"
56146,Nichola,Nicholas,"[['N', 'i', 'ch', 'o', 'l', 'a', 's']]"
56147,"nyị.""Rabi","anyị .  "" Rabbi ""","[['a', 'ny', 'ị', ' ', '.', ' ', ' ', '""', ' ', 'R', 'a', 'b', 'b', 'i', ' ', '""']]"
56148,"ugbua.""Ha","ugbu + a .  "" ha ""","[['u', 'gb', 'u'], ['a', ' ', '.', ' ', ' ', '""', ' ', 'h', 'a', ' ', '""']]"
56149,"ha.""Ana","ha .  "" a + na ""","[['h', 'a', ' ', '.', ' ', ' ', '""', ' ', 'a'], ['n', 'a', ' ', '""']]"
56150,"ahụ.""Anyị","ahụ .  "" anyị ""","[['a', 'h', 'ụ', ' ', '.', ' ', ' ', '""', ' ', 'a', 'ny', 'ị', ' ', '""']]"
56151,"Shekau""Ụdị","Shekau  "" ụdị ""","[['Sh', 'e', 'k', 'a', 'u', ' ', ' ', '""', ' ', 'ụ', 'd', 'ị', ' ', '""']]"
56152,"ahụ.""Etu","ahụ .  "" etu ""","[['a', 'h', 'ụ', ' ', '.', ' ', ' ', '""', ' ', 'e', 't', 'u', ' ', '""']]"
56153,abu-Yasirbụ,Abu-Yasir + bụ,"[['A', 'b', 'u', '-', 'Y', 'a', 's', 'i', 'r'], ['b', 'ụ']]"
56154,"ya,""Dị","ya ,  "" dị ""","[['y', 'a', ' ', ',', ' ', ' ', '""', ' ', 'd', 'ị', ' ', '""']]"
56155,Otu:,otu :,"[['o', 't', 'u', ' ', ':']]"
56156,Gerizim,Gerizim,"[['G', 'e', 'r', 'i', 'z', 'i', 'm']]"
56157,ịchụàjà.”,ị + chụ + aja . ”,"[['ị'], ['ch', 'ụ'], ['a', 'j', 'a', ' ', '.', ' ', '”']]"
56158,"Dọblịn,","Dublin ,","[['D', 'u', 'b', 'l', 'i', 'n', ' ', ',']]"
56159,"Library,","Library ,","[['L', 'i', 'b', 'r', 'a', 'r', 'y', ' ', ',']]"
56160,1947,1947,"[['1', '9', '4', '7']]"
56161,steti.,steeti .,"[['s', 't', 'e', 'e', 't', 'i', ' ', '.']]"
56162,Febuwarị,febụwarị,"[['f', 'e', 'b', 'ụ', 'w', 'a', 'r', 'ị']]"
56163,Satodee,satọde,"[['s', 'a', 't', 'ọ', 'd', 'e']]"
56164,Latịn.”,Latin . ”,"[['L', 'a', 't', 'i', 'n', ' ', '.', ' ', '”']]"
56165,"Slavonik),","Slavonic ) ,","[['S', 'l', 'a', 'v', 'o', 'n', 'i', 'c', ' ', ')', ' ', ',']]"
56166,"Itiopik,","Ethiopic ,","[['E', 't', 'h', 'i', 'o', 'p', 'i', 'c', ' ', ',']]"
56167,"Aminian,","Armenian ,","[['A', 'r', 'm', 'e', 'n', 'i', 'a', 'n', ' ', ',']]"
56168,"Siriak,","Syriac ,","[['S', 'y', 'r', 'i', 'a', 'c', ' ', ',']]"
56169,Metzger,Metzger,"[['M', 'e', 't', 'z', 'g', 'e', 'r']]"
56170,“weere,“ we + e + re,"[['“', ' ', 'w', 'e'], ['e'], ['r', 'e']]"
56171,Goshen-Gottstein,Goshen-Gottstein,"[['G', 'o', 'sh', 'e', 'n', '-', 'G', 'o', 't', 't', 's', 't', 'e', 'i', 'n']]"
56172,Moshe,Moshe,"[['M', 'o', 'sh', 'e']]"
56173,"1000,","1000 ,","[['1', '0', '0', '0', ' ', ',']]"
56174,ụlọikwuu.”,ụlọikwuu . ”,"[['ụ', 'l', 'ọ', 'i', 'kw', 'u', 'u', ' ', '.', ' ', '”']]"
56175,edi.,e + di .,"[['e'], ['d', 'i', ' ', '.']]"
56176,"a?""Maka","a ?  "" maka ""","[['a', ' ', '?', ' ', ' ', '""', ' ', 'm', 'a', 'k', 'a', ' ', '""']]"
56177,"Gboko,","Gboko ,","[['Gb', 'o', 'k', 'o', ' ', ',']]"
56178,na-ejidere?,na-e + ji + de + re ?,"[['n', 'a', '-', 'e'], ['j', 'i'], ['d', 'e'], ['r', 'e', ' ', '?']]"
56179,"ya,""Ke","ya ,  "" ke ""","[['y', 'a', ' ', ',', ' ', ' ', '""', ' ', 'k', 'e', ' ', '""']]"
56180,"nso.,","nso . ,","[['n', 's', 'o', ' ', '.', ' ', ',']]"
56181,ekpenta.,ekpenta .,"[['e', 'kp', 'e', 'n', 't', 'a', ' ', '.']]"
56182,ekpenta?,ekpenta ?,"[['e', 'kp', 'e', 'n', 't', 'a', ' ', '?']]"
56183,Ònyekwanụ,onye + kwa + nụ,"[['o', 'ny', 'e'], ['kw', 'a'], ['n', 'ụ']]"
56184,emeli?,e + me + li ?,"[['e'], ['m', 'e'], ['l', 'i', ' ', '?']]"
56185,"dịgidere,","dị + gide + re ,","[['d', 'ị'], ['g', 'i', 'd', 'e'], ['r', 'e', ' ', ',']]"
56186,"Faizal,","Faizal ,","[['F', 'a', 'i', 'z', 'a', 'l', ' ', ',']]"
56187,anyị”,anyị ”,"[['a', 'ny', 'ị', ' ', '”']]"
56188,Dịgide,dị + gide,"[['d', 'ị'], ['g', 'i', 'd', 'e']]"
56189,"Green,","Green ,","[['G', 'r', 'e', 'e', 'n', ' ', ',']]"
56190,Kọntinent,Continent,"[['C', 'o', 'n', 't', 'i', 'n', 'e', 'n', 't']]"
56191,YA:,ya :,"[['y', 'a', ' ', ':']]"
56192,IGBU,i + gbu,"[['i'], ['gb', 'u']]"
56193,ÁMÁ:,ama :,"[['a', 'm', 'a', ' ', ':']]"
56194,OKPORO,okporo,"[['o', 'kp', 'o', 'r', 'o']]"
56195,IKE:,ike :,"[['i', 'k', 'e', ' ', ':']]"
56196,IDINA,i + di + na,"[['i'], ['d', 'i'], ['n', 'a']]"
56197,Zọgbuo,zọ + gbu + o,"[['z', 'ọ'], ['gb', 'u'], ['o']]"
56198,"iko.”,","iko . ” ,","[['i', 'k', 'o', ' ', '.', ' ', '”', ' ', ',']]"
56199,Hillel.,Hillel .,"[['H', 'i', 'l', 'l', 'e', 'l', ' ', '.']]"
56200,“chọpụtawo,“ chọ + pụ + ta + wo,"[['“', ' ', 'ch', 'ọ'], ['p', 'ụ'], ['t', 'a'], ['w', 'o']]"
56201,bụla?”,ọbụla ? ”,"[['ọ', 'b', 'ụ', 'l', 'a', ' ', '?', ' ', '”']]"
56202,alụkwaghịm?,alụkwaghịm ?,"[['a', 'l', 'ụ', 'kw', 'a', 'gh', 'ị', 'm', ' ', '?']]"
56203,"ịnọ,","ị + nọ ,","[['ị'], ['n', 'ọ', ' ', ',']]"
56204,“Gaa,“ ga + a,"[['“', ' ', 'g', 'a'], ['a']]"
56205,Talmud,Talmud,"[['T', 'a', 'l', 'm', 'u', 'd']]"
56206,na-adịghịzi.,na-a + dị + ghị + zị .,"[['n', 'a', '-', 'a'], ['d', 'ị'], ['gh', 'ị'], ['z', 'ị', ' ', '.']]"
56207,“kpọrọ,“ kpọ + rọ,"[['“', ' ', 'kp', 'ọ'], ['r', 'ọ']]"
56208,gbanwee.”,gba + nwe + e . ”,"[['gb', 'a'], ['nw', 'e'], ['e', ' ', '.', ' ', '”']]"
56209,Echebughị,e + che + bu + ghị,"[['e'], ['ch', 'e'], ['b', 'u'], ['gh', 'ị']]"
56210,nwayọọ.,nwayọọ .,"[['nw', 'a', 'y', 'ọ', 'ọ', ' ', '.']]"
56211,kọrọ?,kọ + rọ ?,"[['k', 'ọ'], ['r', 'ọ', ' ', '?']]"
56212,Mụtakwuo,mụ + ta + kwu + o,"[['m', 'ụ'], ['t', 'a'], ['kw', 'u'], ['o']]"
56213,na-ebibu.”,na-e + bi + bu . ”,"[['n', 'a', '-', 'e'], ['b', 'i'], ['b', 'u', ' ', '.', ' ', '”']]"
56214,gbanwee?,gba + nwe + e ?,"[['gb', 'a'], ['nw', 'e'], ['e', ' ', '?']]"
56215,nọọkwala,nọ + ọ + kwa + la,"[['n', 'ọ'], ['ọ'], ['kw', 'a'], ['l', 'a']]"
56216,Alex.,Alex .,"[['A', 'l', 'e', 'x', ' ', '.']]"
56217,“Ịtụ,“ ị + tụ,"[['“', ' ', 'ị'], ['t', 'ụ']]"
56218,"naanị,","naanị ,","[['n', 'a', 'a', 'n', 'ị', ' ', ',']]"
56219,Paụlo,Paul,"[['P', 'a', 'u', 'l']]"
56220,ADỊ?,a + dị ?,"[['a'], ['d', 'ị', ' ', '?']]"
56221,zọgbuo?,zọ + gbu + o ?,"[['z', 'ọ'], ['gb', 'u'], ['o', ' ', '?']]"
56222,aghasaakwa.,a + gha + sa + a + kwa .,"[['a'], ['gh', 'a'], ['s', 'a'], ['a'], ['kw', 'a', ' ', '.']]"
56223,Ewereghịzi,e + we + re + ghị + zị,"[['e'], ['w', 'e'], ['r', 'e'], ['gh', 'ị'], ['z', 'ị']]"
56224,"Buhari.""Mana","Buhari .  "" mana ""","[['B', 'u', 'h', 'a', 'r', 'i', ' ', '.', ' ', ' ', '""', ' ', 'm', 'a', 'n', 'a', ' ', '""']]"
56225,"ichiche.""Falana","icheiche .  "" Falana ""","[['i', 'ch', 'e', 'i', 'ch', 'e', ' ', '.', ' ', ' ', '""', ' ', 'F', 'a', 'l', 'a', 'n', 'a', ' ', '""']]"
56226,"Obasanjọ,","Obasanjo ,","[['O', 'b', 'a', 's', 'a', 'n', 'j', 'o', ' ', ',']]"
56227,"na""Ebubo","na  "" ebubo ""","[['n', 'a', ' ', ' ', '""', ' ', 'e', 'b', 'u', 'b', 'o', ' ', '""']]"
56228,asọchitere,a + sọ + chi + te + re,"[['a'], ['s', 'ọ'], ['ch', 'i'], ['t', 'e'], ['r', 'e']]"
56229,"iberiibe,","iberiibe ,","[['i', 'b', 'e', 'r', 'i', 'i', 'b', 'e', ' ', ',']]"
56230,Sí,si,"[['s', 'i']]"
56231,Amaghịzi,a + ma + ghị + zị,"[['a'], ['m', 'a'], ['gh', 'ị'], ['z', 'ị']]"
56232,ekewaa.,e + ke + wa + a .,"[['e'], ['k', 'e'], ['w', 'a'], ['a', ' ', '.']]"
56233,lụchara.,lụ + cha + ra .,"[['l', 'ụ'], ['ch', 'a'], ['r', 'a', ' ', '.']]"
56234,kol.,call .,"[['c', 'a', 'l', 'l', ' ', '.']]"
56235,Akwapụrụ,a + kwa + pụ + rụ,"[['a'], ['kw', 'a'], ['p', 'ụ'], ['r', 'ụ']]"
56236,1953.,1953 .,"[['1', '9', '5', '3', ' ', '.']]"
56237,Viktoria.,Victoria .,"[['V', 'i', 'c', 't', 'o', 'r', 'i', 'a', ' ', '.']]"
56238,kụziri?,kuzi + ri ?,"[['k', 'u', 'z', 'i'], ['r', 'i', ' ', '?']]"
56239,"ee,","ee ,","[['e', 'e', ' ', ',']]"
56240,Ị́,ị,[['ị']]
56241,AJỤỌ,a + jụ + ọ,"[['a'], ['j', 'ụ'], ['ọ']]"
56242,Karolin.,Caroline .,"[['C', 'a', 'r', 'o', 'l', 'i', 'n', 'e', ' ', '.']]"
56243,"m.,","m . ,","[['m', ' ', '.', ' ', ',']]"
56244,“Mụnwa,“ mụ + nwa,"[['“', ' ', 'm', 'ụ'], ['nw', 'a']]"
56245,aṅụrụma.”,anụrị . ”,"[['a', 'n', 'ụ', 'r', 'ị', ' ', '.', ' ', '”']]"
56246,“Mbanụ!,“ mba + nụ !,"[['“', ' ', 'm', 'b', 'a'], ['n', 'ụ', ' ', '!']]"
56247,"biya,","beer ,","[['b', 'e', 'e', 'r', ' ', ',']]"
56248,"zukọrọ,","zu + kọ + rọ ,","[['z', 'u'], ['k', 'ọ'], ['r', 'ọ', ' ', ',']]"
56249,"zukọọ,","zu + kọ + ọ ,","[['z', 'u'], ['k', 'ọ'], ['ọ', ' ', ',']]"
56250,Akọọrọ,a + kọ + ọ + rọ,"[['a'], ['k', 'ọ'], ['ọ'], ['r', 'ọ']]"
56251,ma.”,ma . ”,"[['m', 'a', ' ', '.', ' ', '”']]"
56252,“Ehee!,“ ehee !,"[['“', ' ', 'e', 'h', 'e', 'e', ' ', '!']]"
56253,ịna-ebi.,ị + na-e + bi .,"[['ị'], ['n', 'a', '-', 'e'], ['b', 'i', ' ', '.']]"
56254,“Ajụwo,“ a + jụ + wo,"[['“', ' ', 'a'], ['j', 'ụ'], ['w', 'o']]"
56255,agwụla?,a + gwụ + la ?,"[['a'], ['gw', 'ụ'], ['l', 'a', ' ', '?']]"
56256,ákwà?,akwa ?,"[['a', 'kw', 'a', ' ', '?']]"
56257,Nkasi,nkasi,"[['n', 'k', 'a', 's', 'i']]"
56258,"ga-agakwuru,","ga- + a + ga + kwu + ru ,","[['g', 'a', '-'], ['a'], ['g', 'a'], ['kw', 'u'], ['r', 'u', ' ', ',']]"
56259,chọọ?,chọ + ọ ?,"[['ch', 'ọ'], ['ọ', ' ', '?']]"
56260,Mba?,mba ?,"[['m', 'b', 'a', ' ', '?']]"
56261,Ee?,ee ?,"[['e', 'e', ' ', '?']]"
56262,ASỊ...,asị ...,"[['a', 's', 'ị', ' ', '.', '.', '.']]"
56263,"efu.,","efu . ,","[['e', 'f', 'u', ' ', '.', ' ', ',']]"
56264,"Baịbụl.,","Baịbụl . ,","[['B', 'a', 'ị', 'b', 'ụ', 'l', ' ', '.', ' ', ',']]"
56265,"anyị.”,","anyị . ” ,","[['a', 'ny', 'ị', ' ', '.', ' ', '”', ' ', ',']]"
56266,“okpukpe,“ okpukpe,"[['“', ' ', 'o', 'kp', 'u', 'kp', 'e']]"
56267,Sapeta,sa + pe + ta,"[['s', 'a'], ['p', 'e'], ['t', 'a']]"
56268,CHỌPỤTA,chọ + pụ + ta,"[['ch', 'ọ'], ['p', 'ụ'], ['t', 'a']]"
56269,dị.;,dị . ;,"[['d', 'ị', ' ', '.', ' ', ';']]"
56270,olileanya.”,olileanya . ”,"[['o', 'l', 'i', 'l', 'e', 'a', 'ny', 'a', ' ', '.', ' ', '”']]"
56271,"ntụziaka,","ntụziaka ,","[['n', 't', 'ụ', 'z', 'i', 'a', 'k', 'a', ' ', ',']]"
56272,"niile,”","niile , ”","[['n', 'i', 'i', 'l', 'e', ' ', ',', ' ', '”']]"
56273,"ọcha.”,","ọcha . ” ,","[['ọ', 'ch', 'a', ' ', '.', ' ', '”', ' ', ',']]"
56274,"obi.”,","obi . ” ,","[['o', 'b', 'i', ' ', '.', ' ', '”', ' ', ',']]"
56275,“ịkasi,“ ị + ka + si,"[['“', ' ', 'ị'], ['k', 'a'], ['s', 'i']]"
56276,“ikechi,“ i + ke + chi,"[['“', ' ', 'i'], ['k', 'e'], ['ch', 'i']]"
56277,UJU,uju,"[['u', 'j', 'u']]"
56278,KASIE,ka + si + e,"[['k', 'a'], ['s', 'i'], ['e']]"
56279,“Nụrụ,“ nụ + rụ,"[['“', ' ', 'n', 'ụ'], ['r', 'ụ']]"
56280,obi...,obi ...,"[['o', 'b', 'i', ' ', '.', '.', '.']]"
56281,"Luis,","Luis ,","[['L', 'u', 'i', 's', ' ', ',']]"
56282,"Robert,","Robert ,","[['R', 'o', 'b', 'e', 'r', 't', ' ', ',']]"
56283,"kpọkara,","kpọ + ka + ra ,","[['kp', 'ọ'], ['k', 'a'], ['r', 'a', ' ', ',']]"
56284,na-alụkwa.,na-a + lụ + kwa .,"[['n', 'a', '-', 'a'], ['l', 'ụ'], ['kw', 'a', ' ', '.']]"
56285,Luis.,Luis .,"[['L', 'u', 'i', 's', ' ', '.']]"
56286,NKÁ,nka,"[['n', 'k', 'a']]"
56287,’...,' ...,"[[""'"", ' ', '.', '.', '.']]"
56288,agbawa.,a + gba + wa .,"[['a'], ['gb', 'a'], ['w', 'a', ' ', '.']]"
56289,"jidere?""Mgbe","ji + de + re ?  "" mgbe ""","[['j', 'i'], ['d', 'e'], ['r', 'e', ' ', '?', ' ', ' ', '""', ' ', 'm', 'gb', 'e', ' ', '""']]"
56290,emebiala.,e + me + bi + e + la .,"[['e'], ['m', 'e'], ['b', 'i'], ['e'], ['l', 'a', ' ', '.']]"
56291,"mere.""""Ọ","me + re .  "" ọ ""","[['m', 'e'], ['r', 'e', ' ', '.', ' ', ' ', '""', ' ', 'ọ', ' ', '""']]"
56292,"ya.""Aka","ya .  "" aka ""","[['y', 'a', ' ', '.', ' ', ' ', '""', ' ', 'a', 'k', 'a', ' ', '""']]"
56293,Ekwụeme.,Ekwueme .,"[['E', 'kw', 'u', 'e', 'm', 'e', ' ', '.']]"
56294,(Owerri),( Owerri ),"[['(', ' ', 'O', 'w', 'e', 'r', 'r', 'i', ' ', ')']]"
56295,rachaa.,ra + cha + a .,"[['r', 'a'], ['ch', 'a'], ['a', ' ', '.']]"
56296,"dakpọrọ,","da + kpo + rọ ,","[['d', 'a'], ['kp', 'o'], ['r', 'ọ', ' ', ',']]"
56297,-22.,- 22 .,"[['-', ' ', '2', '2', ' ', '.']]"
56298,okomoko.,okomoko .,"[['o', 'k', 'o', 'm', 'o', 'k', 'o', ' ', '.']]"
56299,Atụkwasịrị,a + tụ + kwa + sị + rị,"[['a'], ['t', 'ụ'], ['kw', 'a'], ['s', 'ị'], ['r', 'ị']]"
56300,Seth,Seth,"[['S', 'e', 't', 'h']]"
56301,CHỤRỤ,chụ + rụ,"[['ch', 'ụ'], ['r', 'ụ']]"
56302,"MMANỤ,","mmanụ ,","[['m', 'm', 'a', 'n', 'ụ', ' ', ',']]"
56303,“TEE,“ te + e,"[['“', ' ', 't', 'e'], ['e']]"
56304,"ocha,","ọcha ,","[['ọ', 'ch', 'a', ' ', ',']]"
56305,Obsanjọ,Obasanjo,"[['O', 'b', 'a', 's', 'a', 'n', 'j', 'o']]"
56306,Tinubu:,Tinubu :,"[['T', 'i', 'n', 'u', 'b', 'u', ' ', ':']]"
56307,ga-emeli?,ga- + e + me + li ?,"[['g', 'a', '-'], ['e'], ['m', 'e'], ['l', 'i', ' ', '?']]"
56308,"na-ebigbọ,","na-e + bi + gbo ,","[['n', 'a', '-', 'e'], ['b', 'i'], ['gb', 'o', ' ', ',']]"
56309,ụjọ?,ụjọ ?,"[['ụ', 'j', 'ọ', ' ', '?']]"
56310,Maribel,Maribel,"[['M', 'a', 'r', 'i', 'b', 'e', 'l']]"
56311,ọnwụ.”;;,ọnwụ . ” ; ;,"[['ọ', 'nw', 'ụ', ' ', '.', ' ', '”', ' ', ';', ' ', ';']]"
56312,moto,moto,"[['m', 'o', 't', 'o']]"
56313,"Julian,","Julian ,","[['J', 'u', 'l', 'i', 'a', 'n', ' ', ',']]"
56314,gabiga.,ga + bi + ga .,"[['g', 'a'], ['b', 'i'], ['g', 'a', ' ', '.']]"
56315,"Petra,","Petra ,","[['P', 'e', 't', 'r', 'a', ' ', ',']]"
56316,oxygen,oxygen,"[['o', 'x', 'y', 'g', 'e', 'n']]"
56317,BỊARA,bịa + ra,"[['b', 'ị', 'a'], ['r', 'a']]"
56318,nrụbama,n + rụ + ba + ma,"[['n'], ['r', 'ụ'], ['b', 'a'], ['m', 'a']]"
56319,na-akuziri,na-a + kuzi + ri,"[['n', 'a', '-', 'a'], ['k', 'u', 'z', 'i'], ['r', 'i']]"
56320,"njọ.""A","njọ .  "" a ""","[['n', 'j', 'ọ', ' ', '.', ' ', ' ', '""', ' ', 'a', ' ', '""']]"
56321,442,442,"[['4', '4', '2']]"
56322,819,819,"[['8', '1', '9']]"
56323,ịchị?,ị + chị ?,"[['ị'], ['ch', 'ị', ' ', '?']]"
56324,"5-11,","5 - 11 ,","[['5', ' ', '-', ' ', '1', '1', ' ', ',']]"
56325,“Tee,“ te + e,"[['“', ' ', 't', 'e'], ['e']]"
56326,họọrọ.,họrọ .,"[['h', 'ọ', 'r', 'ọ', ' ', '.']]"
56327,"abịarute,","a + bịa + ru + te ,","[['a'], ['b', 'ị', 'a'], ['r', 'u'], ['t', 'e', ' ', ',']]"
56328,Sọl.,Saul .,"[['S', 'a', 'u', 'l', ' ', '.']]"
56329,Samuel.,Samuel .,"[['S', 'a', 'm', 'u', 'e', 'l', ' ', '.']]"
56330,"lọrutere,","lọ + ru + te + re ,","[['l', 'ọ'], ['r', 'u'], ['t', 'e'], ['r', 'e', ' ', ',']]"
56331,"jii,","jii ,","[['j', 'i', 'i', ' ', ',']]"
56332,"bọbọ,","bọbọ ,","[['b', 'ọ', 'b', 'ọ', ' ', ',']]"
56333,A!”,a ! ”,"[['a', ' ', '!', ' ', '”']]"
56334,yi.,yi .,"[['y', 'i', ' ', '.']]"
56335,ENYEFE,e + nye + fe,"[['e'], ['ny', 'e'], ['f', 'e']]"
56336,akpamamịr,akpa + mamịrị,"[['a', 'kp', 'a'], ['m', 'a', 'm', 'ị', 'r', 'ị']]"
56337,akpamamịrị.,akpa + mamịrị .,"[['a', 'kp', 'a'], ['m', 'a', 'm', 'ị', 'r', 'ị', ' ', '.']]"
56338,katọkwa,ka + tọ + kwa,"[['k', 'a'], ['t', 'ọ'], ['kw', 'a']]"
56339,bea.,bịa .,"[['b', 'ị', 'a', ' ', '.']]"
56340,ekwetaghị.,e + kwe + ta + ghị .,"[['e'], ['kw', 'e'], ['t', 'a'], ['gh', 'ị', ' ', '.']]"
56341,"akagbu,","a + ka + gbu ,","[['a'], ['k', 'a'], ['gb', 'u', ' ', ',']]"
56342,“Gịnịkwa,“ gịnị + kwa,"[['“', ' ', 'g', 'ị', 'n', 'ị'], ['kw', 'a']]"
56343,Elayab,Eliab,"[['E', 'l', 'i', 'a', 'b']]"
56344,15-19,15 - 19,"[['1', '5', ' ', '-', ' ', '1', '9']]"
56345,AFỌ”,afọ ”,"[['a', 'f', 'ọ', ' ', '”']]"
56346,ỊWỤBA,ị + wụ + ba,"[['ị'], ['w', 'ụ'], ['b', 'a']]"
56347,14-23,14 - 23,"[['1', '4', ' ', '-', ' ', '2', '3']]"
56348,-36;,- 36 ;,"[['-', ' ', '3', '6', ' ', ';']]"
56349,bea,bịa,"[['b', 'ị', 'a']]"
56350,Kubit,cubit,"[['c', 'u', 'b', 'i', 't']]"
56351,ọkara;,ọkara ;,"[['ọ', 'k', 'a', 'r', 'a', ' ', ';']]"
56352,ogo.”),ogo . ” ),"[['o', 'g', 'o', ' ', '.', ' ', '”', ' ', ')']]"
56353,“kubit,“ cubit,"[['“', ' ', 'c', 'u', 'b', 'i', 't']]"
56354,agha.),agha . ),"[['a', 'gh', 'a', ' ', '.', ' ', ')']]"
56355,“Jehova...,“ Jehovah ...,"[['“', ' ', 'J', 'e', 'h', 'o', 'v', 'a', 'h', ' ', '.', '.', '.']]"
56356,"emeriela,","e + me + ri + e + la ,","[['e'], ['m', 'e'], ['r', 'i'], ['e'], ['l', 'a', ' ', ',']]"
56357,bamie,ba + mi + e,"[['b', 'a'], ['m', 'i'], ['e']]"
56358,tụọ.,tụ + ọ .,"[['t', 'ụ'], ['ọ', ' ', '.']]"
56359,ụkpara.,ụkpana .,"[['ụ', 'kp', 'a', 'n', 'a', ' ', '.']]"
56360,-47,- 47,"[['-', ' ', '4', '7']]"
56361,árọ̀,arọ,"[['a', 'r', 'ọ']]"
56362,mụrụmụrụ.,mụrụmụrụ .,"[['m', 'ụ', 'r', 'ụ', 'm', 'ụ', 'r', 'ụ', ' ', '.']]"
56363,werechaara,we + re + cha + a + ra,"[['w', 'e'], ['r', 'e'], ['ch', 'a'], ['a'], ['r', 'a']]"
56364,“Oleekwanụ,“ olee + kwa + nụ,"[['“', ' ', 'o', 'l', 'e', 'e'], ['kw', 'a'], ['n', 'ụ']]"
56365,-40,- 40,"[['-', ' ', '4', '0']]"
56366,Azika.,Azekah .,"[['A', 'z', 'e', 'k', 'a', 'h', ' ', '.']]"
56367,ịdịnaotu.,ịdịnotu .,"[['ị', 'd', 'ị', 'n', 'o', 't', 'u', ' ', '.']]"
56368,onyekwueuche,onye + kwu + uche,"[['o', 'ny', 'e'], ['kw', 'u'], ['u', 'ch', 'e']]"
56369,"debere.""US","de + be + re .  "" US ""","[['d', 'e'], ['b', 'e'], ['r', 'e', ' ', '.', ' ', ' ', '""', ' ', 'U', 'S', ' ', '""']]"
56370,"kwadoro.""Onye","kwa + do + ro .  "" onye ""","[['kw', 'a'], ['d', 'o'], ['r', 'o', ' ', '.', ' ', ' ', '""', ' ', 'o', 'ny', 'e', ' ', '""']]"
56371,"Kenya.""A","Kenya .  "" a ""","[['K', 'e', 'ny', 'a', ' ', '.', ' ', ' ', '""', ' ', 'a', ' ', '""']]"
56372,"atọ.""Anyi","atọ .  "" anyị ""","[['a', 't', 'ọ', ' ', '.', ' ', ' ', '""', ' ', 'a', 'ny', 'ị', ' ', '""']]"
56373,Jenuwari,janụwarị,"[['j', 'a', 'n', 'ụ', 'w', 'a', 'r', 'ị']]"
56374,"sị:""Yunaited","sị :  "" United ""","[['s', 'ị', ' ', ':', ' ', ' ', '""', ' ', 'U', 'n', 'i', 't', 'e', 'd', ' ', '""']]"
56375,43-45),43 - 45 ),"[['4', '3', ' ', '-', ' ', '4', '5', ' ', ')']]"
56376,Devid.;,David . ;,"[['D', 'a', 'v', 'i', 'd', ' ', '.', ' ', ';']]"
